name,line
Monster Teacher," Well, I never! I-I see no reason to stand here and take this."
Rick," You're putting too much pressure on yourself, scary Terry. You know, I mean, y-you're perfectly scary enough as it is."
Morty," Hey, yo, scary T., don't even trip about your pants dawg. Here's a pair on us, fool."
Scary Terry," Aww, bitch. I don't know what to say."
Morty," You don't need to say anything. We got you, dawg."
Rick," You're our boy, dawg. Don't even trip."
Scary Terry," Oh, hey, it's you guys!"
Scary Melissa, I haven't seen him this relaxed in years.
Scary Terry," If you guys ever need anything, just say the word."
Rick," As a matter of fact, Terry, there is something you could help us with."
Little Girl,"' ""Q,"" ""r,"" you won't get very far."
Scary Terry, I always hated that song!
Scary Terry," These halves don't belong together, bitch!"
Scary Terry, Sex is sacred!
Scary Terry," This is because you don't give Morty Smith good grades, bitch!"
 Goldenfold," Holy crap! God damn! I know one thing for sure I'm giving Morty an ""A"" in math, and that's my idea. That is an original thought."
Morty, What the hell?
Rick," Out of the frying pan dot, dot, dot, huh, Morty?"
Morty," Oh, man, what's going on?"
Rick," Well, it's possible that your dog became self-aware and made modifications on the cognition amplifier, then turned on Jerry, Beth, and Summer after learning about humanity's cruel subjugation of his species, but your guess is as good as mine, Morty."
Jerry, I can't believe how mean snuffles got just because he's smart.
Summer, This is why I choose to get C's.
Rick," Psst, Beth, Jerry, Summer."
Morty,"- Dad! - Rick! - Oh, thank God, Morty."
Rick, If we hurry we can set up camp in a sewer tunnel or something before the dogs completely take over.
Jerry," Whoa, whoa, whoa. We're not going anywhere. This is my house. I'm not abandoning it."
Rick," It's all over, Jerry."
Jerry," Wait a minute. I have an idea. Gentlemen, a moment of your time. (Jerry pees on a pile of guns) See that? I'm peeing all over your special guns. That means I own them."
Snuffles, Bad person. Bad.
Rick," Ooh, great plan, Jerry."
Snuffles," Bring the boy to me. You were always kind to me, Morty. That's why I will leave you with your testicles. From now on, you will be my best friend and live by my side."
Morty," Th-thanks, snuffles."
Snuffles, Begin phase two.
Reporter, Fighting continues as the dog army captures the eastern seaboard. It appears clear at this time that the era of human superiority has come to a bitter end. (Two dogs come into the news room with a muzzle)
Bill," I think she's saying, ""I love lasagna."
Morty," Mmm. Thank you, Fido. Rick! I thought you were dead!"
Rick," No, no, no, I was just playing dead. Good news, though, Morty. This whole thing's gonna be over really soon."
Morty, What?
Rick," It's a dream, Morty. We're in your dog's dream. The night the dogs captured us, after you cried and crapped your pants, we all went to sleep. Then I used my dream inceptors to put the two of us inside snuffles' dream."
Morty, But I-it's been like a whole year!
Rick," It's been six hours. Dreams move one one-hundredth the speed of reality, and dog time is one-seventh human time. So, you know, every day here is like a minute. It's like ""Inception,"" Morty, so if it's confusing and stupid, then so is everyone's favorite movie."
Morty," Aw, man. I really liked this life. Well, at least I didn't really crap my pants."
Rick," No, no, that happened before you went to sleep, Morty. You're sleeping in your crap right now. Out of all the things that happened to you, that was the only real thing that, you know, is that you crapped your pants. I mean, it's a mess out there. I got some on my hands, Morty, and then I got it on the dream inceptor, and a piece fell in my mouth."
Morty," Aw, man, geez! Seriously?"
Rick," Look, d-d-d-don't worry about it, Morty. Here, here take these, Morty. Take these."
Morty," Are these pills supposed to wake me up, or something?"
Rick, Close. It's gonna make your kidneys shut down.
Morty, What?!
Rick," It's necessary for the plan, Morty. Don't even trip, dawg."
 Dog," It's pretty bad, emperor snowball. We're gonna need to do another operation."
Snuffles, Anything. Anything for my precious Morty.
Accountant Dog," Sir, as your accountant, I must advise you that these medical expenses are putting you in serious financial jeopardy. You could lose your kingdom."
Snuffles," To hell with my kingdom, bean counter. I would trade it all for my human's health and happiness."
Accountant Dog, Do you think they would have done this for us?
Snuffles, We are not them! We are not them. (Snuffles wakes up from the dream) Assemble the troops. I've made a decision.
Snuffles," Taking over the human's world will lead to nothing but more heartbreak, more cruelty. Instead, we will go to a new world and colonize it with a society of intelligent dogs, one that will not make the same mistakes as humanity and one where pet insurance will be mandatory."
Morty," I'm gonna miss you, snowball."
Snuffles," You can call me snuffles, Morty, and I'm going to miss you, too, very much."
Beth, Jerry?
Jerry," I'm sorry. It's just like the end of ""Old Yeller."
Beth," Oh, Jerry. You mean because it had dogs in it."
Morty," Wow! A whole world populated by intelligent dogs. I wonder what it'll be like, Rick."
Rick," I think it will be great, Morty. You know it could be developed in-into a very satisfying project for people of all ages. I mean, I'd watch it, Morty, for at least 11 minutes a pop. You know, may-maybe they'll do it board-driven."
Morty," You know, that's a real comforting idea, Rick."
Rick," What do you know, Morty? What do you know?"
Scary Glenn," Hi, guys. I'm your new teacher for scary class. My name is scary Mr. Johnson. Uh, actually, you know what? That's my dad's name, so why don't you just call me scary Glenn, yeah? So, anyway, I understand your previous teacher was having you work on fundamentals of fear. Which is what is that? You know? So, uh, here here's what I say you can't learn anything until you learn how to chill."
Rick," Oooh! This is how you dream, bitch. (Terry and Rick are getting stoned)"
Jerry, *singing* Last King Christmas last arrived!
Jerry," *singing* In the Christmas Christmas! *stops singing and smells the ham* Mmm… Jerry, you are really giving it to this ham."
Jerry," Um, Merry Christmas? *puts his hands on his hips* Helloooo? My parents are coming over for the first time in years! Can we stow the gadgets and look alive?"
Beth, Alive? For your parents?
Jerry, Good one.
Beth, Hey man!
Jerry, You ‘hey man’! This holiday is about humanity.
Morty," *not looking up from his tablet* You know, I thought it was about being born half-God or something."
Jerry," Okay, whatever. All electronic items are going in the stocking. Now."
Morty, *hands over his tablet* Ohhhh…
Summer," Dad, I’m not giving you my phone."
Jerry," Put it in the stocking, Summer, or I’m joining Facebook."
Rick," *offscreen* Ho ho ho, everybody."
Jerry, More like whoa whoa whoa. What is this? My parents are coming!
Rick," Calm down Jerry, this is Ruben, an old friend."
Ruben, Pearl Harbor.
Rick, I check in on him once a year and give him a little *burp* medical *burp* evaluation.
Beth," Aw, Dad… That is so sweet."
Jerry," *squinting suspiciously* Yeah, it is… I don’t get it."
Ruben, Korea.
Rick," Don’t worry about your C-C-Christmas, Jerry. *leads Ruben away* Ruben and I’ll be in my workshop while you have another day in Phil Collins’ proverbial paradise."
Jerry," Huh. You think you know a guy. (The doorbell rings.) Okay, there’s my parents. Now remember, no TV, no phones, no laptops, we are connecting this Christmas, like old-school Jews on a Saturday. *opens the door* Hey hey!"
Leonard," Merry Christmas, son."
Jerry," Oh, hi. Can I help you?"
Joyce," Jerry, this is Jacob. *takes Jacob by the arm* Didn’t you get our text message?"
 and Morty, No.
Jacob, You must be Jerry! That’s a fine lookin’ apron. William Sonoma?
Jerry, *smiling uncomfortably* I wish… But thank you. *closes the door* So… you’re a…friend of the family…?
Leonard," *puts an arm around Jacob’s shoulders* The way we see it, he’s a part of the family."
Jerry, Wow!
Joyce," After your father’s brush with cancer and losing your uncle, we looked at life and wondered how have we spent it? And how do we spend the rest of it? What are we going to be when we die? A list of fears and questions, or a collection of real experiences?"
Beth," Holy crap, Joyce. That’s amazing."
Leonard, Then Jacob came into our lives. We’re learning to live again.
Jacob, All three of us.
Jerry, …Cool… Eggnog?
Jacob," Now we are talkin’! This man’s got the apron and the eggnog, huh?"
Rick," Hi Joyce, Leonard. *looks at Jacob* Hello there."
Jacob," Merry Christmas, man."
Rick, Morty! A moment of your time?
Rick," He’s in bad shape, Morty."
Morty," Aw geez, Rick! What did you do?"
Rick," Gee, thanks Morty. What kind of monster do you think I am? I-I’m sittin’ here trying to save the guy’s life! (Rick straps a pack with a tube onto Morty’s back and puts an earpiece on his head.) I want you to find Dr. Xenon Bloom. He’ll know what’s goin’ on."
Morty, *extremely nervous* Uh… W-W-Where do I find Dr. Bloom?
Rick, In Ruben. *shoves a glass oxygen mask onto Morty’s head*
Morty, Ruben… Minnesota?
Rick," Ruben on the table, Morty! *hooks up the backpack to the helmet* Look, I-I don’t have time for you to wrap your little walnut around everything. *pulls a shrink ray into view and plugs it in* Hold your breath until the process is over or your lungs will collapse."
Morty, W-What proc—
Beth," Hey Dad, where's Morty?"
Rick, He's busy.
Morty, Rick… Where am I?
Rick," *adjusts his own headset as he stands in the garage* Depending on my aim, you should be just south of the entrance."
Rick," Welcome, Morty. (The scene cuts back to Morty’s view from inside Ruben.) Welcome… (Morty gasps.) …to Anatomy Park!"
Rick," It’s a little business venture I’ve been cookin’ up on the side with Dr. Bloom. (Morty enters the park.) An amusement park inside a human body. Science isn’t cheap, Morty. This should really help put a dent in the overhead."
Morty, Oh my God! This is insane! Spleen Mountain? Bladder Falls? Pirates of the Pancreas?
Rick," You got a problem with that last one, Morty?"
Morty," Huh? No, no, I’m just reading them out loud in the order I’m seeing them."
Rick," Okay, alright, if I sounded a little defensive, it’s because Pirates of the Pancreas was my baby."
Rick," I-I got a lot of push-back when I pitched it, Morty. I guess I’m still a little defensive. Let’s just find Dr. Bloom, alright? I-I’m picking up a distress signal in the liver, Morty."
Rick, Proceed to the liver.
Automated voice, Arriving at ‘Liver’.
Morty, *stumbles forward and hits his helmet on the window* Ow!
Automated voice, Mind the gap.
Morty," It’s really scary in here, Rick."
